repeat,mse_OLS,mse_Huber,mse_rho,mae_OLS,mae_Huber,mae_rho
166,0.06281177540577693,0.01934677266082608,0.048959320969177544,0.20039829136788279,0.09432965070426436,0.1735984563672926
167,0.10906589513469858,0.028193529529220118,0.10099948131821603,0.23583681546896773,0.09291201863735994,0.20445183705196704
168,0.04952127394607644,0.01929083522211207,0.04677616675858092,0.1644108972123352,0.09740785525504396,0.1575501361180029
169,0.049663444102046254,0.024563280633398705,0.0494645763083467,0.14865754694610625,0.09159894371413622,0.14467518730259843
170,0.11097224784053239,0.045639784238384995,0.10565801969083821,0.17689775248683812,0.0950421292346402,0.16472864589971797
171,0.05705733693486532,0.01982459183266457,0.05511623133526844,0.18223734716672635,0.09299954022612834,0.17694305072245675
172,0.08862778321355966,0.045873516007871935,0.0698298546490877,0.20722666985722793,0.09677082639947075,0.1756723648324686
173,0.06159806817707899,0.016488038293262893,0.042500453264401994,0.17559014931727465,0.08579369673284198,0.1515879368334973
174,0.0654412701359061,0.016495464861168773,0.0653016094758659,0.18216009640545391,0.08637778935888428,0.1687975949781514
175,0.08247626636611947,0.04786333472910011,0.08144143619414193,0.19189941097987873,0.10379597434299623,0.17347425671386088
176,0.04392415157893476,0.02157554001919009,0.03346169350855879,0.15459840739120548,0.09927444476345174,0.1296475610262737
177,0.07516445564135366,0.022304820297758734,0.048865547102681914,0.20831653327105903,0.09980427566183375,0.1657059337767185
178,0.054706306358340354,0.015739472871659523,0.04905075277282789,0.17546225047308034,0.086857885653948,0.16308917478930002
179,0.08193075928094183,0.044979483558201916,0.06270689294991137,0.1865994782539902,0.10181784043751857,0.162308707805334
180,0.06452205874074174,0.014088070002250678,0.058273510061089,0.1946906595114094,0.0810581011404192,0.17589669846588016
181,0.04788214078107054,0.013610999618107486,0.05013115619144259,0.16410396087792875,0.08654250390773438,0.15753169563579741
182,0.11824468449083253,0.04966845104038052,0.10263364848339727,0.19908166133495228,0.10034342297274491,0.17956562254386169
183,0.04080430871627524,0.01772776617838914,0.03257073254863546,0.15463749082521705,0.0939837795205476,0.13855571131469813
184,0.058501628464981005,0.01708710876140865,0.05512731770356706,0.16688834944184308,0.0949070468727887,0.1627967228525209
185,0.08021488919805672,0.01326553708475821,0.06300325826283426,0.2167303807729348,0.0804999804321635,0.18827576653934
186,0.1224760932223841,0.06091053421270692,0.1189283669490489,0.22976230339338335,0.10565720909446988,0.20938656156236066
187,0.049325119662641165,0.01794370731623266,0.03993133845674748,0.16934833829988674,0.08834249027043112,0.14738691915718588
188,0.04574296598669543,0.013530374375910576,0.03554726949668978,0.16269672375515679,0.08398821510163786,0.14263503314481613
189,0.04473789376837837,0.015054738619029374,0.032855088272690076,0.15865782408327309,0.08760116347682657,0.12728539616115822
190,0.06948477565267636,0.02919901089275874,0.05936555353124488,0.19167061380183753,0.10003388796921242,0.17228086750618343
191,0.0751634236554762,0.04705921245564084,0.07116701809169505,0.16981084637686195,0.09918817581919347,0.15038194387765808
192,0.054185070365691625,0.019868171856658623,0.039777934919228417,0.18637683544668773,0.0957213329690484,0.15451701920918426
193,0.052868649864564424,0.013955004920467064,0.0477156521308134,0.17104384621256233,0.08228637595608365,0.1553952148172616
194,0.08909468249186712,0.04594417163938252,0.07010496820138046,0.19521906045115522,0.10179964929245625,0.1743216169937721
195,0.08789784524186676,0.07230704587442112,0.0749391484373411,0.20403458881949174,0.11225515787410778,0.17843138220737295
196,0.0320953027950029,0.014795881963671074,0.03222782312087365,0.13233768847789548,0.0862859492716446,0.13613277858268874
197,0.04670350896252586,0.017759386046856753,0.03107212171830467,0.16221991286789672,0.09193384858408736,0.1325403282181226
198,0.07122639871446976,0.015938788008795446,0.05683367238768691,0.20143893291332418,0.09006587513349683,0.18377534567075138
199,0.049980734006274646,0.024277147717485622,0.045710619532857454,0.1697038079181729,0.09190269706073674,0.15293533991310213
200,0.07180622912033692,0.018455291591368477,0.06014484063944939,0.18440977784794177,0.09154954187351808,0.16721071387159472
201,0.049016527928432196,0.018061785976057787,0.03876955386495716,0.1711673006889591,0.09555651919341576,0.15511968224293698
202,0.057633113505854615,0.017352862910045154,0.042634173820470106,0.18127989318712326,0.09148394336199456,0.15773671623351135
203,0.1875823722656862,0.028668559563701772,0.06608312276749347,0.24351827922779795,0.09545397109814314,0.18135691565203457
204,0.06304648330799657,0.0139514472614783,0.04936505355295738,0.2008098937081973,0.08664878154997195,0.17115992640812475
